strategy_name,n_trades,n_days,total_pnl,roi,sharpe_ratio,max_drawdown,win_rate,avg_ev
S0004_ev0.01_proportional_kf0.05_fee0.07_mp0.05_br10000,1497,5117,4650.3930241352655,0.46503930241352653,2.8828864298616743,161.3920252238116,0.552438209752839,0.0558950097728107
S0005_ev0.01_proportional_kf0.05_fee0.07_mp0.10_br10000,1497,5117,4650.3930241352655,0.46503930241352653,2.8828864298616743,161.3920252238116,0.552438209752839,0.0558950097728107
S0006_ev0.01_proportional_kf0.05_fee0.07_mp0.15_br10000,1497,5117,4650.3930241352655,0.46503930241352653,2.8828864298616743,161.3920252238116,0.552438209752839,0.0558950097728107
S0007_ev0.01_proportional_kf0.05_fee0.07_mp0.20_br10000,1497,5117,4650.3930241352655,0.46503930241352653,2.8828864298616743,161.3920252238116,0.552438209752839,0.0558950097728107
S0028_ev0.01_fractional_kelly_kf0.50_fee0.07_mp0.05_br10000,1497,5117,4650.3930241352655,0.46503930241352653,2.8828864298616743,161.3920252238116,0.552438209752839,0.0558950097728107
S0029_ev0.01_fractional_kelly_kf0.50_fee0.07_mp0.10_br10000,1497,5117,4650.3930241352655,0.46503930241352653,2.8828864298616743,161.3920252238116,0.552438209752839,0.0558950097728107
S0030_ev0.01_fractional_kelly_kf0.50_fee0.07_mp0.15_br10000,1497,5117,4650.3930241352655,0.46503930241352653,2.8828864298616743,161.3920252238116,0.552438209752839,0.0558950097728107
S0031_ev0.01_fractional_kelly_kf0.50_fee0.07_mp0.20_br10000,1497,5117,4650.3930241352655,0.46503930241352653,2.8828864298616743,161.3920252238116,0.552438209752839,0.0558950097728107
S0032_ev0.01_capped_kelly_kf0.05_fee0.07_mp0.05_br10000,1497,5117,4650.3930241352655,0.46503930241352653,2.8828864298616743,161.3920252238116,0.552438209752839,0.0558950097728107
S0033_ev0.01_capped_kelly_kf0.05_fee0.07_mp0.10_br10000,1497,5117,4650.3930241352655,0.46503930241352653,2.8828864298616743,161.3920252238116,0.552438209752839,0.0558950097728107
